Id,Tipo,Fecha Evento,Fecha Fin Evento,# días evento,Título evento,Resumen evento,Categorias (Subcategorias),Acceso (para desastres),Resoluciones,Fuente,Descripcion de la fuente,Referecia,Divipola,Departamento,Divipola,Municipio,Lugar,# Total Víctimas,# Víctimas civiles,Víctimas militares,# Víctimas menores 18 años,Víctimas mujeres,# Víctimas afro,Víctimas indígenas,Víctimas otros,Incidente o Accidente MAP/MUSE
81880,Violencia armada,2016-01-17 01:50:00,2016-01-17 01:50:00,0,Masacre en una vivienda del sur de Bogotá,Masacre. 17 de Enero de 2016,Masacre,,,El Espectador,"Cinco personas murieron en las últimas horas tras ser acribilladas en una vivienda del barrio Divino Niño del sur de Bogotá.La masacre, según el reporte de las autoridades, tuvo ocasión por temas de microtráfico.La Policía Metropolitana de Bogotá indicó que la vivienda queda en una zona de invasión que era frecuentada por varios consumidores de droga.El CTI realizó el levantamiento de los cuerpos pero no encontró documentos que revelara la identidad de las víctimas. Se presume que eran jóvenes entre 20 y 25 años que estaban en la vivienda.",Bitácora. http://www.elespectador.com/noticias/bogota/masacre-una-vivienda-del-sur-de-bogota-deja-cinco-muert-articulo-611057,11,Bogotá D.C.,11001,Bogotá D.C. ,"Bogotá D.C., Bogotá D.C., Barrio Divino Niño",5,5,,,,,,,
81881,Violencia armada,2016-01-17 10:04:00,2016-01-17 10:04:00,0,"Caso de sicariato en Palermo, Huila",Homicidio. 17 de Enero de 2016,Homicidio,,,RCN,"Las autoridades en el Huila están investigando dos nuevos casos de sicariato que se presentaron en las últimas horas en la ciudad de Neiva y en el municipio de Palermo.El primer hecho se presentó en el barrio Santa Barbara de Palermo, donde fue asesinado el comerciante Jesús Antonio Trujillo en la puerta de su casa.El relato de la familia señala que un hombre con un arma de fuego lo estaba esperando escondido en un árbol cuando llegó el comerciante al que llamó por su nombre y le disparó.La víctima fue trasladada al centro de salud médico más cercano pero pese al esfuerzo de los médicos falleció.",Bitácora. http://www.rcnradio.com/locales/investigan-dos-casos-sicariato-huila/,41,Huila,41524,Palermo ,"Palermo, Huila, Barrio Santa Barbara",1,1,,1,,,,,
81882,Violencia armada,2016-01-17 10:09:00,2016-01-17 10:09:00,0,"Caso de sicariato en Neiva, Huila","Homicidio.  Barrio Las Palmas, Neiva, Huila. 17 de Enero de 2016",Homicidio,,,RCN,"Las autoridades en el Huila están investigando dos nuevos casos de sicariato que se presentaron en las últimas horas en la ciudad de Neiva y en el municipio de Palermo.El segundo caso ocurrió en el barrio Las Palmas de Neiva, donde murió Luis Ernesto Guzmán Ospina, de 23 años de edad, cuando se encontraba bebiendo una gaseosa en compañía de sus padres.Los testigos confirmaron que un hombre a bordo de una motocicleta llegó hasta el sitio y le disparó en tres oportunidades.El joven quien trabaja como maestro de construcción alcanzó a ser llevado al Centro de Salud de Las Palmas, donde llegó sin signos vitales.",Bitácora. http://www.rcnradio.com/locales/investigan-dos-casos-sicariato-huila/,41,Huila,41001,Neiva ,"Barrio Las Palmas, Neiva, Huila",1,1,,,,,,,
81883,Violencia armada,2016-01-14 10:25:00,2016-01-14 10:25:00,0,"Atentaron contra maquinaria pesada en Yopal, Casanare","Ataque, ocupación o uso infraestructura y/o bienes civiles. 14 de Enero de 2016","Ataque, ocupación o uso infraestructura y/o bienes civiles",,,RCN,"En las últimas horas, desconocidos incineraron el cabezote de una tractomula al servicio del contratista que adelanta los trabajos de pavimentación de la vía Matepantano, en Yopal, Casanare.Los agresores hicieron 6 disparos al aire, y escribieron grafitis con las siglas del ELN en la maquinaria parqueada en el lugar.Este es el primer acto violento del 2016, presentado en las vías de Casanare, pero hace parte de una cadena de atentados contra maquinaria pesada en la región, donde utilizan el mismo modus operandi.",Diario de Conflicto y Paz 15 de enero 2016. http://www.rcnradio.com/locales/atentaron-maquinaria-pesada-yopal-casanare/,85,Casanare,85001,Yopal ,"Yopal, Casanare, Vía Matepantano",,,,,,,,,
81884,Violencia armada,2016-01-15 13:58:00,2016-01-15 13:58:00,0,Ultimaron a dos campesinos en vía al mar,Homicidio. 15 de Enero de 2016,Homicidio,,,Diario del Sur,"En hechos que son materia de investigación fueron ultimados dos  campesinos, cuando se movilizaban por la carretera al mar.El doble crimen en el que perdieron la vida Eusebio Alfredo Malpud Táquez, de 42 años de edad y Juan Carlos Cuatindioy, de 25 años se registró entre el tramo comprendido entre los corregimientos  de Llorente y la Guayacana.Según se pudo establecer los dos campesinos se trasladaban al promediar las 7:00 de la mañana hacia una finca en el sector de La Guayacana, cuando fueron interceptados en un paraje solitario por hombres armados, que sin mediar palabra les dispararon a quemarropa. Juan Carlos Cuatindioy recibió un disparo a la altura de la cabeza y otro en el pecho, en tanto que a Eusebio Malpud kle asestaron tres disparos en el abdomen, al parecer con armas de largo alcance.",http://diariodelsur.com.co/noticias/judicial/ultimaron-dos-campesinos-en-al-mar-179986,52,Nariño,52835,Tumaco ,"Tumaco, Nariño, Corregimientos de Llorente y La Guayacana",2,2,,,,,,,
81885,Violencia armada,2016-01-18 11:25:00,2016-01-18 11:25:00,0,Nuevo atentado en contra de Alfredo Iván Guzmán Tafur ex Alcalde de Tame,Atentado - Artefacto Explosivo Improvisado - AEI. 18 de Enero de 2016,"Atentado,Artefacto Explosivo Improvisado - AEI",,,La Voz del Cinaruco,"Según testimonio de Guzmán Tafur, alcalde de Tame en el periodo 2004 – 2007, los hechos se presentaron la mañana de este lunes 18 de enero cuando estaba llegando a su finca en la vereda Mararabe del municipio de Tame, cuando fue sorprendido por varias ráfagas de arma de fuego que le impactaron la camioneta destrozando los vidrios y dejando varios impactos en el vehículo.Aunque Guzmán Tafur salió ileso, como también su acompañante, el ex funcionario, dijo “que este atentado se lo atribuye al grupo al margen de la ley ELN Frente domingo Lain Saenz, que no es posible que se pague con sangre de los moradores de la región la presión que quieren ejercer para realizar los diálogos de paz con el gobierno”.El hecho fue denunciado ante las Fuerzas Militares, quienes haciendo el rastreo de la zona encontraron encontraron un (01) artefacto explosivo tipo granada de mano, que fue lanzada a la víctima sin que ésta detonara, y posteriormente fue destruido controladamente sincausar daños colaterales. Así mismo, las autoridades competentes investigan los autores de este atentado. A la fecha, el exalcalde, miembro del partido Centro Democrático ha sido víctima de cuatro atentados.",http://lavozdelcinaruco.com/?id=13817#.Vp0QAfnhDIU,81,Arauca,81794,Tame ,"Tame, Arauca, vereda Mararabe",1,1,,,,,,,Accidente
81886,Violencia armada,2016-01-17 13:53:00,2016-01-17 13:53:00,0,"Menor de edad muere tras operativo del Ejército en Cáceres, Antioquia","Herida de civil en acción bélica - Muerte de civil en acción bélica - Ataque, ocupación o uso infraestructura y/o bienes civiles. 17 de Enero de 2016","Ataque, ocupación o uso infraestructura y/o bienes civiles,Muerte de civil en acción bélica,Herida de civil en acción bélica",,NAN,RCN,"Sorprendidos se encuentran los habitantes del corregimiento Piamonte, municipio de Cáceres, Bajo Cauca antioqueño, tras la muerte de una mujer de 14 años de edad en estado de embarazo al parecer en medio de un operativo del Ejército.Versiones de la comunidad indica que, durante un operativo, un soldado disparó contra una familia que se encontraba departiendo en una fiesta de cumpleaños y, además de disparar contra la menor, dejó herido a José Antonio Fabra, habitante de la zona.A pesar de que el Ejercito no se ha pronunciado mediante comunicado, la Fiscalía anunció que asumirá las investigaciones del hecho.",http://www.rcnradio.com/locales/una-mujer-embarazo-perdio-la-vida-al-parecer-operativo-realizaba-ejercito-antioquia/,5,Antioquia,5120,Cáceres ,"Cáceres, Antioquia, corregimiento Piamonte",2,2,,1,1,,,,
81887,Violencia armada,2016-01-18 13:45:00,2016-01-18 13:45:00,0,Frustran ataque en la via ocaña convención,"Munición sin explotar - MUSE. corregimiento Las Mercedes, Convención , Norte de Santander. 18 de Enero de 2016",Munición sin explotar - MUSE,,,La Opinión,"Miembros de la segunda División del Ejército Nacional hallaron dos trampas mortales en zona rural de uno de los corregimientos de este municipio nortesantandereano.Según informaron, estas trampas harían parte de una acción terrorista de la compañía Francisco Bossio del ELN, que se mueven por la zona.El Grupo de explosivos y demoliciones del Ejército Nacional confirmó que se trataba de dos cilindros de 60 libras y 350 metros de cable Duplex, que habían sembrado en la zona rural del corregimiento Las Mercedes, de Convención, a 400 metros de la vía principal, que conduce de Ocaña al casco urbano del municipio.También aseguraron que el ELN pretendía utilizar aproximadamente 80 kilos de explosivos y metralla contaminada para ejecutar este atentado.Para las autoridades, los explosivos ponían en alto riesgo la seguridad de los niños que transitaban por la zona rural.",http://www.laopinion.com.co/judicial/frustran-atentado-del-eln-en-la-convencion-105356#ATHS,54,Norte de Santander,54206,Convención ,"corregimiento Las Mercedes, Convención , Norte de Santander",,,,,,,,,Incidente
81888,Violencia armada,2016-01-15 13:51:00,2016-01-18 13:51:00,3,Explosión de granada en barrio el escobal,Combates - Artefacto Explosivo Improvisado - AEI. 15 de Enero de 2016,"Artefacto Explosivo Improvisado - AEI,Combates",,,La Opinión,"Momentos de terror y zozobra vivieron la noche del jueves los habitantes del sector La Isla, en el barrio El Escobal, tras la explosión de un artefacto explosivo y una posterior balacera entre policías y desconocidos.El hecho se registró a las 9:00 p.m., cuando en medio de la oscuridad, un hombre lanzó una granada que estalló frente a una casa, donde hace algún tiempo funcionó un ancianato. Luego huyó por una zona boscosa cercana.La explosión causó daños en un medidor de luz y en un colchón que estaba tirado en el lugar.Asimismo, un niño de 10 años, que regresaba hacia su casa después de jugar fútbol en el parque del barrio, sufrió una leve lesión en el abdomen tras recibir una de las esquirlas.El menor fue trasladado al hospital Eramos Meoz donde recibió atención médica y le dieron de alta minutos después.Un grupo de personas que estaba sentado a pocos metros del lugar del ataque se salvó de sufrir lesiones.Cuando la Policía arribó al lugar de la explosión, ubicado a pocos metros del río Táchira, que divide a El Escobal con Ureña (Venezuela), se empezaron a oír disparos desde el territorio del vecino país con dirección hacia La Isla.De inmediato los uniformados, entre estos, miembros del Grupo de Operaciones Especiales (Goes), se desplegaron en el sector y reaccionaron para repeler el ataque.La balacera se prolongó durante al menos 10 minutos, sin que se presentara ningún herido.El comandante de la Policía Metropolitana de Cúcuta, coronel Jaime Barrera, aseguró que se adelantan las investigaciones para esclarecer el hecho, porque no se tiene certeza contra qué o quién estaba dirigido el ataque. Dijo que tras los disparos, la Guardia verificó en el lugar y encontró militares venezolanos que al parecer dispararon tras oír la explosión.",http://www.laopinion.com.co/judicial/noche-de-terror-en-el-escobal-105325#ATHS,54,Norte de Santander,54001,Cúcuta ,"Sector La Isla, barrio El Escobal, Cúcuta, Norte de Santander",1,1,,1,,,,,Accidente
81889,Violencia armada,2016-01-18 13:57:00,2016-01-18 13:57:00,0,Asesinada comerciante en San Calixto,Homicidio. 18 de Enero de 2016,Homicidio,,,La Opinión,"La tendera Nelly Amaya Pérez, de 50 años, fue asesinada la noche del sábado en el municipio de San Calixto, cerca de la antigua estación de Policía.Dos sujetos que llegaron  en una motocicleta la impactaron en un brazo, el abdomen y la cabeza, produciéndole la muerte de manera inmediata. Luego, escaparon ante la mirada impotente de los vecinos del sector.De acuerdo a las primeras hipótesis que maneja la Policía, la mujer habría sido víctima de una represalia por parte de un sujeto, quien está preso y plenamente identificado por las autoridades, con quien ella y otros familiares suyos habrían tenido diferencias en el pasado. Sin embargo, no descartarán otros móviles.Los hechos se registraron hacia las 9:30 de la noche. La Seccional de Investigación Criminal (Sijín) de la Policía de Norte de Santander asumió la investigación.   ",http://www.laopinion.com.co/judicial/matan-una-tendera-en-san-calixto-105403#ATHS,54,Norte de Santander,54670,San Calixto ,"San Calixto, Norte de Santander",1,1,,,1,,,,
81890,Violencia armada,2016-01-18 13:01:00,2016-01-18 13:01:00,0,Asesinado chofer de contrabando en barrio Tucunaré,Homicidio. 18 de Enero de 2016,Homicidio,,,La Opinión,"Luego de levantarse, Fermel Alexis Agudelo García acostumbraba a salir de su casa y sentarse en una improvisada banca de cemento, anclada frente a su hogar, donde precisamente se dividen los barrios Primavera y Tucunaré.Y así sucedió este domingo. Hacia las 8:00 de la mañana, sin ninguna prevención, fue a tomar la brisa y el sol matutinos, sentándose junto a un menor de edad.Testigos relataron a la Policía que un sujeto se le acercó a pie y de un momento otro desenfundó un arma de fuego y empezó a dispararle. Agudelo, nacido en Las Mercedes (Sardinata), alcanzó a levantarse y a correr hacia la casa del vecino más cercano, pero tras ser perseguido por su victimario no pudo a ingresar a la vivienda y cayó al suelo gravemente herido e inconsciente, frente al número 3-29 de la manzana 35.El menor que estaba a su lado optó por lanzarse hacia un canal de aguas lluvias, que corre justo detrás de la banca, y pudo salvar su vida. Residentes del sector dijeron a las autoridades que el homicida disparó en repetidas ocasiones y luego corrió y se subió en una moto en la que lo esperaba un cómplice para sacarlo de la escena de los hechos. Otros vecinos aseguraron haber visto un tercer hombre pasar justo cuando se perpetraba el ataque y posteriormente ‘desaparecer’.Tras el sonido de los disparos, los familiares de Agudelo García salieron a mirar qué había pasado, hallándolo moribundo. De inmediato, la compañera sentimental lo auxilió y junto con un vecino lo llevaron en un carro particular al Policlínico de la ciudadela Juan Atalaya, donde nada pudieron hacer los médicos por salvarle la vida.No tenía amenazasUna hermana de la víctima le contó a La Opinión que Fermel Alexis trabajaba como conductor informal de pasajeros entre barrios y desconocía de amenazas en su contra.Los primeros policías en llegar al barrio acordonaron el sitio, mientras que la unidad de criminalística de la Sijín recolectó en el lugar las evidencias de interés, entre ellas, varios cartuchos de bala que quedaron esparcidos por la calle. Algunos de los tiros impactaron las paredes de la casa donde la víctima trató de refugiarse.A los investigadores judiciales les llamó la atención algunos cartuchos hallados a varios metros de distancia e intentan determinar si corresponden a disparos hechos para encubrir la retirada de los antisociales o a un recorrido más largo hecho por la víctima antes de caer al suelo.La Policía levantó el cadáver de Fermel Alexis en el centro asistencial, ante la presencia de varios de sus familiares, y lo trasladó a la morgue del Instituto de Medicina Legal. Tras la necropsia de rigor, se espera que hoy sea entregado a sus familiares.El caso es materia de investigación. La víctima dejó una hija.",http://www.laopinion.com.co/judicial/asesinaron-chofer-de-un-pirata-frente-su-casa-105404,54,Norte de Santander,54001,Cúcuta ,"Cúcuta, Norte de Santander",1,1,,,,,,,
81891,Violencia armada,2016-01-15 13:06:00,,,"Ejército rescata a pescadores secuestrados por el ELN en Morales, Bolívar","Secuestro. Morales, Bolívar, Ciénaga de Simoa. 15 de Enero de 2016",Secuestro,,NAN,El Heraldo,"Doscientos hombres del Ejército expertos en la lucha contra insurgente persiguen a los 12 guerrilleros del Ejército de Liberación Nacional (ELN) que retuvieron por tres días a 15 pescadores en zona rural de Morales, Sur de Bolívar, aseguró ayer el ministro de la Defensa, Luis Carlos Villegas.En la rueda de prensa ofrecida tras la ofensiva para el rescate, advirtió que la fuerza pública no bajará la guardia y que habrá operativos de persecución contra quienes cometieron este secuestro. “El ELN queda notificado que el Sur de Bolívar no es una zona para su actuación”, aseguró.La lista. El presidente Juan Manuel Santos confirmó en su cuenta de Twitter la información : “Rescatados pescadores que tenía retenido ELN, por supuesto castigo. Felicitaciones @COL_EJERCITO, ahora a perseguir responsables”.Entre el grupo de retenidos estaban: Pedracio Rodríguez Surmai, Leonardo Acosta Flórez, Daniel Peña, Víctor Manuel Rodríguez, Jecny Rodríguez Muñoz, Gregorio Muñoz y Deiny Rodríguez Muñoz, pertenecientes a una familia de pescadores del barrio Las Ferias de Morales.En sus primeras declaraciones, los rescatados, que fueron llevados al Batallón de Aguachica y luego trasladados a Morales, contaron al diario El Tiempo que los guerrilleros se los llevaron el viernes a la una de la tarde: “Llegaron dos hombres con los rostros cubiertos, nos mostraron sus armas y granadas, nos obligaron a subir a varias chalupas para navegar durante 20 minutos por el río Magdalena. El ELN nos había advertido que no pescáramos con trasmallo pero nosotros estábamos usando atarrayas”, narró uno de ellos.Otros contaron que a todos los llevaron a la vereda Campo Café, y al día siguiente, sábado, los pusieron a tapar con tierra y piedras los huecos de una carretera. “Cuando llegó el Ejército estábamos dormidos. Los guerrilleros salieron corriendo y los soldados llegaron”.Villegas explicó que la oportuna acción de 200 hombres de las Fuerzas Especiales y de 160 de la Fuerza de Tarea Marte de la V Brigada con el apoyo de seis helicópteros de asalto aéreo de la Aviación del Ejército Nacional, obligaron a los insurgentes a huir y a abandonar a los pescadores en la vereda Campo Café, en el corregimiento de Mico Ahumado.En la ofensiva, que empezó ayer a las 4:30 de la madrugada, las Fuerzas Armadas aislaron el sitio donde estaban los 15 secuestrados custodiados por 12 miembros de la compañía ‘Luis José Solano’ y el frente ‘Darío Ramírez’ del ELN. Entre los liberados estaban tres menores de edad y una persona de 70 años.",http://www.elheraldo.co/bolivar/ejercito-rescata-pescadores-que-eln-rapto-en-bolivar-238946,13,Bolivar,13473,Morales ,"Morales, Bolívar, Ciénaga de Simoa",15,15,,3,,,,,
81945,Violencia armada,2016-01-19 01:53:00,2016-01-19 01:53:00,0,Asesinada lider en corregimiento de aguas claras Ocaña,Homicidio intencional en persona protegida. 19 de Enero de 2016,Homicidio intencional en persona protegida,,,Sin información,"La señora Maira Alejandra Corredor Villegas vocera civica del corregimiento de agua clara, falleció en el Hospital Emiro Quintero Cañizares luego de ser agredida con arma de fuego por desconocidos cerca a su lugar de residencia en el Corregimiento de Aguas Claras. Los homicidas se dieron a la fuga en una motocicleta.Al deplorar estos hechos, la Alcaldía Municipal de Ocaña expresa gran preocupación por el número y la frecuencia de actos violentos contra la vida e integridad de las mujeres. Confía en que la investigación ya abierta por las autoridades competentes permita detener, juzgar y sancionar a los responsables de estos homicidios y reitera su firme condena a las amenazas, los homicidios y los demás actos de violencia cometidos por actores armados que delinquen en esta zona del país.La Alcaldesa del Municipio de Ocaña MIRIAM PRADO CARRASCAL, hace llegar su voz de solidaridad a las familias de las víctimas, a las autoridades y a la comunidad de la provincia.”",https://www.facebook.com/semanario.laprovinciaocana/?fref=ts,54,Norte de Santander,54498,Ocaña ,"Ocaña, Norte de Santander",1,1,,,1,,,,
81946,Violencia armada,2016-01-17 01:00:00,2016-01-19 01:00:00,2,Asesinan a un hombre en el barrio santa ana,Homicidio. 17 de Enero de 2016,Homicidio,,,La Opinión,"La tranquilidad que se vivía en la tarde del pasado domingo en el barrio Santa Ana, fue interrumpida tras el homicidio de Héctor Fabián Cambindo Bedoya, de 35 años.El crimen ocurrió en la avenida 1 con calle 6, en un billar que administraba la víctima junto a su compañera sentimental.Dos hombres que se movilizaban en una motocicleta venezolana marca Bera Socialista, arribaron hasta el lugar; uno de los pistoleros se bajó de la moto e ingresó en busca de Héctor.El homicida le disparó al hombre de 35 años en repetidas ocasiones hasta dejarlo gravemente herido.El comandante de la Policía Metropolitana de Cúcuta, coronel Jaime Barrera, aseguró que las investigaciones avanzan positivamente y que espera “tener una orden de captura en contra de los autores de este homicidio muy pronto”.",http://www.laopinion.com.co/judicial/matan-un-hombre-en-un-billar-del-barrio-santa-ana-105446#ATHS,54,Norte de Santander,54001,Cúcuta ,"avenida 1 con calle 6, barrio Santa Ana, Cúcuta, Norte de Santander",1,1,,,,,,,
81947,Violencia armada,2016-01-02 01:06:00,,,Herido campesino en zona rural de Cajibío,"Intento de homicidio. Cajibío, Cauca, sector La Palmera, finca La Esmeralda . 02 de Enero de 2016",Intento de homicidio,,,Red D.H. FIC - Red de Derechos Humanos del Suroccidente Colombiano Francisco Isaías Cifuentes,"En la fina La Esmeralda, sector la Palmera en zona rural de Cajibío, un hombre, de quien se desconoce la edad, y un menor de edad,  escucharon  que los perros ladraban y que parecía que le estaban lanzando piedras al techo, por lo que el hombre decidió encender la linterna de su celular y alumbrar para averiguar lo que estaba sucediendo. Al salir, dos sujetos le dispararon con arma de fuego en tres ocasiones. El menor de 11 años, salió a alertar a los vecinos y aunque los sujetos intentaron deterlo disparandole, el menor salió ileso. El hombre actualmente se recupera en una clínica de Popayán. Se desconocen los móviles y autores del hecho.",http://www.reddhfic.org/index.php?option=com_content&view=article&id=1231:dp-cajibio-14-enero-2016&catid=184:denuncias-cauca-2016&Itemid=408,19,Cauca,19130,Cajibío ,"Cajibío, Cauca, sector La Palmera, finca La Esmeralda",1,1,,,,,,,
81948,Violencia armada,2016-01-16 01:24:00,,,Asesinado guarda de seguridad en Santander de Quilichao,"Homicidio. Santander de Quilichao, Cauca, Barrio Morales Duque . 16 de Enero de 2016",Homicidio,,,El nuevo liberal,"En una casa del barrio Morales Duque en Santander de Quilichao, fue encontrado el cuerpo sin vida de un hombre, que era guarda de seguridad,  el cual registraba una herida abierta en la cabeza, al parecer causada con arma de fuego. Este hallazgo se dio cuando los vecinos se percataron que la casa donde fue encontrado el cadáver permanecía mucho tiempo abierta, situación anormal que llamó mucho la atención. Por eso se comunicaron con la Policía y ya fueron los patrulleros del cuadrante lo que ingresaron y descubrieron el cuerpo sin vida. Los móviles y autores del hecho aún son materia de investigación.",http://elnuevoliberal.com/dos-personas-murieron-a-manos-de-pistoleros-en-quilichao/,19,Cauca,19698,Santander de Quilichao ,"Santander de Quilichao, Cauca, Barrio Morales Duque",1,1,,,,,,,
81949,Violencia armada,2016-01-18 13:25:00,,,Asesinan a pareja de esposos en el corregimiento Mariangola de Valledupar,"Homicidio. Valledupar, Cesar, corregimiento Mariangola - Vereda Cristo Rey. 18 de Enero de 2016",Homicidio,,,El Heraldo,"Luz Esther Domínguez, de 40 años, y Luis Antonio Rojas, de 63, fueron asesinados a bala a las 7:30 de la noche del pasado domingo en la vereda Cristo Rey, del corregimiento de Mariangola (Cesar).La mujer recibió un impacto de bala cerca del cuello, otro en el costado izquierdo y uno en una pierna, mientras su compañero recibió un tiro en la espalda.La Policía informó que los atacantes llegaron a pie, cuando las víctimas se encontraban en la terraza y los obligaron acostarse boca abajo, luego les dispararon y se marcharon caminando.El comandante de la institución en el Cesar, coronel Diego Rosero, indicó que se desplegó una actividad investigativa por parte de la Sijín para esclarecer los móviles y la identidad de los criminales.",http://www.elheraldo.co/judicial/pareja-de-esposos-fue-asesinada-en-la-vereda-cristo-rey-del-corregimiento-de-mariangola,20,Cesar,20001,Valledupar ,"Valledupar, Cesar, corregimiento Mariangola - Vereda Cristo Rey",2,2,,,1,,,,
81950,Violencia armada,2016-01-17 01:32:00,,,Asesinado comerciante en Santander de Quilichao,"Homicidio. Santander de Quilichao, Cauca, barrio Morales Duque . 17 de Enero de 2016",Homicidio,,,El nuevo liberal,"Un comerciante, de quien se desconoce la edad, fue atacado a balazos por dos sujetos que se movilizaban en una motocicleta, en inmediaciones de un establecimiento comercial en el barrio Morales Duque en Santander de Quilichao. Los móviles y autores de este homicidio aún son materia de investigación.",http://elnuevoliberal.com/dos-personas-murieron-a-manos-de-pistoleros-en-quilichao/,19,Cauca,19698,Santander de Quilichao ,"Santander de Quilichao, Cauca, barrio Morales Duque",1,1,,,,,,,
81952,Violencia armada,2016-01-16 11:27:00,2016-01-16 11:27:00,0,Hirieron a joven de tres impactos de bala,"Intento de homicidio. Calle 16 con carrera 5, Anserma, Caldas. 16 de Enero de 2016",Intento de homicidio,,,La Patria,"Después de los seis homicidios que enlutaron a Anserma en diciembre pasado, y que cobró las vidas en especial de jóvenes, en temas relacionados al parecer con el expendio y consumo de estupefacientes, llegó el nuevo año y la aparente tranquilidad. En dos semanas, además de varios heridos con arma blanca en riñas callejeras supuestamente relacionados con el consumo de licor, no se había registrado ningún intento de homicidio hasta el 16 de enero en la noche. En las afueras de un bar en la calle 16 con carrera 5, sujetos que se movilizaban en motocicleta se acercaron hasta donde estaba César Augusto Arias Correa, de 20 años, y le dispararon en tres oportunidades. Dos balas impactaron en su tórax y otra en su muñeca derecha.En las calles de Anserma existe el comentario de que se reinició la mal denominada limpieza social o la guerra de bandas dedicadas al microtráfico. Se habla de una lista negra, de que hay personas señaladas y que están persiguiendo a los jóvenes consumidores de estupefacientes.",Bitácora. http://www.lapatria.com/sucesos/hirieron-joven-de-tres-impactos-de-bala-246479,17,Caldas,17042,Anserma ,"Calle 16 con carrera 5, Anserma, Caldas",1,1,,,,,,,
81953,Violencia armada,2016-01-17 13:06:00,2016-01-17 13:06:00,0,Doble homicidio se presentó en el Sector Uno del barrio Potrero Grande de Cali,Homicidio. 17 de Enero de 2016,Homicidio,,,El País,"Un doble homicidio se presentó este domingo 17 de enero en el Sector Uno del barrio Potrero Grande, en el oriente de Cali.Los hechos ocurrieron cuando dos hombres armados ingresaron a la residencia y ultimaron a bala a estas dos personas. De acuerdo con el comandante de la Policía, la muerte de los jóvenes obedece al enfrentamiento que se viene presentando entre bandas de la Comuna 21, quienes se vienen disputando el tráfico de estupefacientes. Una de las víctimas, es un joven de 25 años que estaba en una silla de ruedas al momento del ataque.",http://www.elpais.com.co/elpais/judicial/noticias/investigan-asesinato-dos-personas-vivienda-potrero-grande?utm_content=buffer11d28&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,76,Valle del Cauca,76001,Calí ,"Calí, Valle del Cauca, barrio Potrero Grande, comuna 21",2,2,,,,,,,
81954,Violencia armada,2016-01-17 13:57:00,2016-01-17 13:57:00,0,Un menor de edad y un joven de 20 años fueron asesinados en el barrio Compartir en Cali,Homicidio. 17 de Enero de 2016,Homicidio,,,El País,"Dos hombres, un menor de edad y un joven de 20 años, fueron asesinados en el barrio Compartir, el domingo 17 de enero. Las autoridades investigan los móviles de estas muertes.",http://www.elpais.com.co/elpais/judicial/noticias/investigan-asesinato-dos-personas-vivienda-potrero-grande?utm_content=buffer11d28&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,76,Valle del Cauca,76001,Calí ,"Calí, Valle del Cauca, barrio Compartir, comuna 21",2,2,,1,,,,,
81955,Violencia armada,2016-01-13 13:13:00,2016-01-13 13:13:00,0,"Ataque al edificio de la administración de la Universidad del Valle con una papa explosiva"" deja una persona herida""",Artefacto Explosivo Improvisado - AEI. 13 de Enero de 2016,Artefacto Explosivo Improvisado - AEI,,,El País,"El consejo académico de la Universidad del Valle, mediante un comunicado, rechazó el ataque al edificio de la administración con una 'papa explosiva', ocurrido el pasado 13 de enero.La onda expansiva afectó gravemente a la anterior directora de la Oficina de Relaciones Internacionales quien ingresó a la Clínica de Occidente con lesiones en sus oídos, al parecer, irreparables.",http://www.elpais.com.co/elpais/cali/noticias/univalle-rechaza-ataque-con-papa-bomba-dejo-funcionaria-lesionada?utm_content=buffer9d5d3&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,76,Valle del Cauca,76001,Calí ,"Calí, Valle del Cauca, Universidad el Valle",1,1,,,1,,,,Accidente
81956,Violencia armada,2016-01-10 01:52:00,2016-01-10 01:52:00,0,"Asesinan concejal en Puerto López, Meta",Homicidio político - Intento de homicidio. 10 de Enero de 2016,"Intento de homicidio,Homicidio político",,,RCN,"Jáider Melo Pinto, concejal de Puerto López por el Partido de la U, fue asesinado a balazos. Banda criminal se ha atribuido la autoría material de este atentado. Policía del Meta ofrece cinco millones de pesos de recompensa por los perpetradores.El concejal de Puerto López, Jáider Alíver Melo Pinto, del Partido de la U, fue víctima de un atentado sicarial en ese municipio del Meta en horas de la mañana del domingo 10 de enero.Según información oficial, el cabildante recibió dos impactos con arma de fuego a la altura de la cabeza. En el mismo hecho resultaron lesionados los señores Carlos Alberto Sabogal Herrera, de 63 años, quien presentó dos heridas y el señor Éduar Melo Pinto, de 34 años, quien presentó herida en el muslo derecho.Ambos heridos fueron trasladados al centro hospitalario local.Posteriormente, en la red social Facebook, una banda criminal autodenominada “Vencer o morir”, se atribuyó la autoría de este atentado sicarial que se cobró la vida de este cabildante de 30 años de edad.",http://www.rcnradio.com/locales/asesinan-concejal-puerto-lopez-meta/,50,Meta,50573,Puerto López ,"Puerto López, Meta",3,3,,,,,,,
